sentence,spoiler,page,trope
"As it turns out, going grocery shopping is a euphemism... for simply spending time doing mundane things with Vivica.",FALSE,NecessaryRoughness,LadykillerInLove
TK's actor (Mehcad Brooks) is the son of an NFL wide reciever.,FALSE,NecessaryRoughness,MetaCasting
He broke up with her again when he realized that she hasn't really changed and got him a job in California because  she  wanted to move back.,TRUE,NecessaryRoughness,NewOldFlame
Nico and his excellently tailored suits.,FALSE,NecessaryRoughness,SharpDressedMan
"Dani is a Type B; the ""tsun-tsun"" side is triggered by her ex-husband, though not, curiously, by any of her  Love Interests .",FALSE,NecessaryRoughness,Tsundere
Ran for three seasons and ended in 2007.,FALSE,NedsDeclassifiedSchoolSurvivalGuide,OfficialCouple
"According to Devon Werkheiser , a pilot was shot in 2008 about a sequel series in  High School .",FALSE,NedsDeclassifiedSchoolSurvivalGuide,OfficialCouple
"It wasn't greenlit, sadly, and the actors have since moved on from Nick.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,OfficialCouple
Also how we learn  Evelyn  is interested in  Cookie .,FALSE,NedsDeclassifiedSchoolSurvivalGuide,AccidentalKiss
"The actual guide was seen and updated as the tips were added, while it was rarely seen later on.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,TheArtifact
"After being informed of this, he does the standard ""drop to knees  Skyward Scream "" version.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,BigNo
"When Moze harrassed him with ""Is that the best you can do?",FALSE,NedsDeclassifiedSchoolSurvivalGuide,ADayInTheLimelight
Ned planned on using this trope to explain away him kissing Moze.,FALSE,NedsDeclassifiedSchoolSurvivalGuide,EvilTwin
"In a fake parenthood class experiment, Ned and Cookie are partnered together.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,GettingCrapPastTheRadar
It's electrifying .,TRUE,NedsDeclassifiedSchoolSurvivalGuide,HeldGaze
"And Moze, even despite the fact that she and Ned are the official couple.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,MasterOfTheMixedMessage
"Monroe:  Yeah, he was really disgusting.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,MistakenForMurderer
"""Career Week"" showed Ned why he would work best in an education-related career.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,NotSoDifferent
"He still leaves him in that tree, though...  Ned explains that teachers like Sweeney may seem sadistic, but they ultimately judge themselves based on  your  performance.",TRUE,NedsDeclassifiedSchoolSurvivalGuide,SadistTeacher
""", and he goes with it.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,SdrawkcabName
"Later seasons she is nowhere to be seen and the character type was replaced by the similarly named  Missy , complete with similar looking actresses.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,SuspiciouslySimilarSubstitute
"Sweeney the  Sadist Teacher , and iTeacher who teaches from a  Mac  computer.",FALSE,NedsDeclassifiedSchoolSurvivalGuide,ThemeNaming
" and  Alice , released in 2011 by the  SyFy  network.",FALSE,Neverland,TinMan.html
"Likewise, while you can apparently die by violent means (or explode from too much magic, see the fate of   Captain Bonny ) or recover from injuries, if you're mutilated like   Hook's severed hand , it doesn't grow back.",TRUE,Neverland,BlessedWithSuck
Hook is established as a fencing master early on; his skill with a blade quickly comes in handy in Neverland.,FALSE,Neverland,ChekhovsSkill
"""  At the end of the series   Hook's severed hand gets eaten by a crocodile, which also eats his pocket watch ; clearly, this is meant to be the same crocodile from the original story.",TRUE,Neverland,ContinuityNod
"Dragon Ascendant After   Bonny dies , Hook ( naturally ) becomes captain, and Starkey becomes  his  Dragon.",TRUE,Neverland,TheDragon
"After Peter is tricked into leading the pirates to the Tree Spirits' colony   and they burn it , both the Spirits and Kaw blame him for it, and call him a traitor.",TRUE,Neverland,HeroWithBadPublicity
"  Bonny is killed when she finally gains the power of the mineral dust, because she didn't gain it properly, having killed/drove off the Tree Spirits who must sing a song to prevent the  Phlebotinum Overload .",TRUE,Neverland,HoistByHisOwnPetard
Hook is more or less decent (for a thief) but quickly falls for Captain Bonny   and becomes progressively more evil after she dies .,TRUE,Neverland,LoveMakesYouEvil
"Anything sprinkled with the fairies' mineral dust, without their help  including Captain Bonny .",TRUE,Neverland,MadeOfExplodium
Fludd  is about four hundred years old.,TRUE,Neverland,ReallySevenHundredYearsOld
"After   Bonny dies , Hook ditches the  Affably Evil  act, and starts violently screaming at Peter and almost kills him, only to be interrupted by the Kaw.",TRUE,Neverland,VillainousBreakdown
  It turns out Hook killed Peter's father in a duel in a jealous rage over the fact that Peter's mother chose him over Hook .,TRUE,Neverland,YouKilledMyFather
"I mean, the maid was an heiress.",FALSE,Newhart,TheBobNewhartShow
"Finding out  whose  dream, now...)  This was done to parody the last episode of  St.",FALSE,Newhart,AllJustADream
"""The Last Newhart,"" one of the most memorable sitcom finales among fans and critics, where we learn that the entire scenario of a  mild-mannered, humble and genial innkeeper and TV show host driven to the brink of a nervous breakdown  by  crazy, loony caricatures of the town's residents  was but a nightmare of Dr.",FALSE,Newhart,GrandFinale
And heeeeeeere's Johnny!,FALSE,Newhart,TheTonightShow
"The show featured regular guest appearances by John Astin, of  The Addams Family  fame, as Buddy Ryan, Judge Stone's certifiably insane birth father.",FALSE,NightCourt,LawProcedural
"This show provides examples of:   Actor Allusion One of the many,  many  people who have taken the court hostage over the years was a woman with a grenade who couldn't distinguish television shows from reality.",FALSE,NightCourt,LawProcedural
Early episodes emphasized a particular moral dilemma that the case du jour revolved around; as time wore on the show became more focused on the ensemble cast's character quirks.,FALSE,NightCourt,AnAesop
"Art The Repairman also qualifies, having first appeared in Season One, continuing to appear up through the  Grand Finale .",FALSE,NightCourt,AscendedExtra
Harry was   born in a mental institution .,TRUE,NightCourt,BornInAnElevator
"Explains a lot, doesn't it?",TRUE,NightCourt,BornInAnElevator
"Multiple episodes, including a good portion of the  Season Finales .",FALSE,NightCourt,CliffHanger
But he's feeling MUUUUUUUUUUCH better now.,FALSE,NightCourt,CloudCuckooLander
More than once it's been suggested that their occasionally mouthy behavior is what keeps them on the night shift.,FALSE,NightCourt,DeadpanSnarker
""" Mac's grandfather dies and leaves all his money to Mac, who naturally quits his job at the courthouse.",FALSE,NightCourt,AFoolAndHisNewMoneyAreSoonParted
"Although it wasn't played up as much, Mac was in phenomenally good shape for a man his age and could hold his own in a fight.",FALSE,NightCourt,GeniusBruiser
But the worst was when his girlfriend Margaret   had to go into witness protection .,TRUE,NightCourt,HeartbrokenBadass
The cases are standard fare with no nuts.,FALSE,NightCourt,JustTheIntroductionToTheOpposites
"Actually a  Studio Audience , where the same person (sometimes identified as creator Reinhold Weege's father) is often heard laughing uproariously.",FALSE,NightCourt,LaughTrack
The entire cast pays to have this done to Dan.,FALSE,NightCourt,PieInTheFace
"Also happened, less literally, in Season Nine, when Dan was briefly reassigned to working in the Dog Court.",FALSE,NightCourt,ReassignedToAntarctica
Aversion: Bull is a Scary  White  Man.,FALSE,NightCourt,ScaryBlackMan
Season 5 ended with Dan - who was in the US Army Reserves - being called up and presumed dead after his plane crashed into the Arctic Ocean.,FALSE,NightCourt,SeasonFinale
"Ironically, he's quite happy with this chain of events, as he ended up  only  being broke; he was deeply in debt before becoming rich .",TRUE,NightCourt,StatusQuoIsGod
We never did get to see  a three-part episode with werewolf lawyer Sparky Monroe .,FALSE,NightCourt,WhatCouldHaveBeen
"The stories include both originals (many written by Serling) and adaptations of works by the likes of  Richard Matheson , Basil Copper, and  H.P.",FALSE,NightGallery,Horror
"One segment of which, ""Eyes"", was directed by a young  Steven Spielberg .",FALSE,NightGallery,PilotMovie
"""I'll Never Leave You - Ever.",FALSE,NightGallery,GoneHorriblyWrong
"The so-called caterpillar in ""The Caterpillar"" is an earwig.",FALSE,NightGallery,IAmNotShazam
"The ghost that the main character believes is haunting her new home, which she has dreamt about before she knew it existed, turns out to be   herself .",TRUE,NightGallery,TomatoSurprise
She murdered them.,FALSE,NightVisions,AndIMustScream
"The episode ended with this woman   trapped in her mind, unable to speak, and unable to move   totally encased in eight big hollow bricks that spelled out ""ETERNITY,"" with holes only for her forearms.",TRUE,NightVisions,AndIMustScream
"And then it turns out a monster ''is'' summoned when there's music, and it eats them.",TRUE,NightVisions,AmazingFreakingGrace
" ""My So-Called Life and Death""  ends with the main character  realizing that the man she thought was a ghost is actually alive, and it's her and her family who are dead.",TRUE,NightVisions,TomatoInTheMirror
"In ""After Life,"" a man who revives during his own funeral misses the perfect, beautiful heaven he had moved on to.",FALSE,NightVisions,UnwantedRevival
This just seems to merely annoy him since he just clones a new one.,FALSE,NinjaTurtlesTheNextMutation,EyeScream
"In France, it gets broadcasted on the ""Nolife"" channel some time before being available on the official site.",FALSE,Noob,MMORPG
"This work provides examples of:   Aborted Arc Tenshirock once had a plan consisting of   making avatars have their player's real-life problems in the game, and hence erasing its reality escaping aspect, notably by having avatars speak on their own .",TRUE,Noob,MMORPG
That plan was never spoken of after the one time he had to do a demonstration to make Ash understand what he was up to.,TRUE,Noob,MMORPG
Being on Tenshirock's good side permitted her to have the most powerful person she's blackmailed be   the game's creator .,TRUE,Noob,AlmightyJanitor
Actually justified since the bad reputation she gets from her behaviour keeps her ranking down.,TRUE,Noob,AlmightyJanitor
"Gloating about being the one behind the  Wham Episode  events in front of someone who regularly makes embarassing videos of one of her guild mates,   especially when you framed her so everyone would think she is responsible for said events  is a bad idea.",TRUE,Noob,CaughtOnTape
"In a strange combination of the two previous, an piece of the ""Roxor"" clip showing the band is seen between an ad for  Horizon 2.0  on Feminine TV and an cereal ad starring Ystos when Arthon is browsing channels in Season 3 premiere.",FALSE,Noob,CelebrityParadox
Colour Coded Armies,FALSE,Noob,ColourCodedForYourConvenience
"During Omega Zell's brief time in charge of the guild in Season 4, the girls started suspecting that he wanted to kick everyone else out  (though it turned out he couldn't) .",TRUE,Noob,ComicallyMissingThePoint
Sparadrap was sure his position was safe because Omega Zell had given him an important job : finding a male healer and recruiting him.,TRUE,Noob,ComicallyMissingThePoint
Exaggerated by being the default situation.,FALSE,Noob,DeepImmersionGaming
Borders with  Friendly Enemies  when Tenshirock briefly joins the Noob guild at the tavern a couple of times and helps Gaea   get her banned avatar back by means he could have used to hit  Horizon  quite hard .,TRUE,Noob,GoKartingWithBowser
